x y density
0.049999999999999996 0.12000000000000001 0.0
0.06 0.12000000000000001 0.025
0.07 0.12000000000000001 0.005
0.08000000000000002 0.12000000000000001 0.01
0.09000000000000001 0.12000000000000001 0.01
0.1 0.12000000000000001 0.005
0.11000000000000001 0.12000000000000001 0.0
0.12000000000000001 0.12000000000000001 0.0
0.13 0.12000000000000001 0.0
0.14 0.12000000000000001 0.0
0.15000000000000002 0.12000000000000001 0.0
0.009999999999999998 0.13 0.0
0.019999999999999997 0.13 0.005
0.03 0.13 0.005
0.039999999999999994 0.13 0.0
0.049999999999999996 0.13 0.0
0.06 0.13 0.01
0.07 0.13 0.015
0.08000000000000002 0.13 0.005
0.09000000000000001 0.13 0.0
0.1 0.13 0.0
0.11000000000000001 0.13 0.0
0.12000000000000001 0.13 0.005
0.13 0.13 0.0
0.14 0.13 0.0
0.15000000000000002 0.13 0.0
0.009999999999999998 0.14 0.01
0.019999999999999997 0.14 0.0
0.03 0.14 0.005
0.039999999999999994 0.14 0.0
0.049999999999999996 0.14 0.0
0.06 0.14 0.0
0.07 0.14 0.0
0.08000000000000002 0.14 0.0
0.09000000000000001 0.14 0.0
0.1 0.14 0.0
0.11000000000000001 0.14 0.005
0.12000000000000001 0.14 0.0
0.13 0.14 0.0
0.14 0.14 0.0
0.15000000000000002 0.14 0.0
0.009999999999999998 0.15000000000000002 0.0
0.019999999999999997 0.15000000000000002 0.0
0.03 0.15000000000000002 0.0
0.039999999999999994 0.15000000000000002 0.0
0.049999999999999996 0.15000000000000002 0.0
0.06 0.15000000000000002 0.0
0.07 0.15000000000000002 0.0
0.08000000000000002 0.15000000000000002 0.0
0.09000000000000001 0.15000000000000002 0.0
0.1 0.15000000000000002 0.0
0.11000000000000001 0.15000000000000002 0.0
0.12000000000000001 0.15000000000000002 0.0
0.13 0.15000000000000002 0.0
0.14 0.15000000000000002 0.0
0.15000000000000002 0.15000000000000002 0.0
0.009999999999999998 0.16000000000000003 0.0
0.019999999999999997 0.16000000000000003 0.0
0.03 0.16000000000000003 0.005
0.039999999999999994 0.16000000000000003 0.0
0.049999999999999996 0.16000000000000003 0.0
0.06 0.16000000000000003 0.0
0.07 0.16000000000000003 0.0
0.08000000000000002 0.16000000000000003 0.0
0.09000000000000001 0.16000000000000003 0.0
0.1 0.16000000000000003 0.0
0.11000000000000001 0.16000000000000003 0.0
0.12000000000000001 0.16000000000000003 0.0
0.13 0.16000000000000003 0.0
0.14 0.16000000000000003 0.0
0.15000000000000002 0.16000000000000003 0.0
0.009999999999999998 0.17000000000000004 0.0
0.019999999999999997 0.17000000000000004 0.0
0.03 0.17000000000000004 0.0
0.039999999999999994 0.17000000000000004 0.0
0.049999999999999996 0.17000000000000004 0.0
0.06 0.17000000000000004 0.0
0.07 0.17000000000000004 0.0
0.08000000000000002 0.17000000000000004 0.0
0.09000000000000001 0.17000000000000004 0.0
0.1 0.17000000000000004 0.0
0.11000000000000001 0.17000000000000004 0.0
0.12000000000000001 0.17000000000000004 0.0
0.13 0.17000000000000004 0.0
0.14 0.17000000000000004 0.0
0.15000000000000002 0.17000000000000004 0.0
0.009999999999999998 0.18000000000000005 0.0
0.019999999999999997 0.18000000000000005 0.0
0.03 0.18000000000000005 0.0
0.039999999999999994 0.18000000000000005 0.0
0.049999999999999996 0.18000000000000005 0.0
0.06 0.18000000000000005 0.0
0.07 0.18000000000000005 0.0
0.08000000000000002 0.18000000000000005 0.0
0.09000000000000001 0.18000000000000005 0.0
0.1 0.18000000000000005 0.0
0.11000000000000001 0.18000000000000005 0.0
0.12000000000000001 0.18000000000000005 0.0
0.13 0.18000000000000005 0.0
0.14 0.18000000000000005 0.0
0.15000000000000002 0.18000000000000005 0.0
0.009999999999999998 0.19 0.0
0.019999999999999997 0.19 0.0
0.03 0.19 0.005
0.039999999999999994 0.19 0.0
0.049999999999999996 0.19 0.0
0.06 0.19 0.0
0.07 0.19 0.0
0.08000000000000002 0.19 0.0
0.09000000000000001 0.19 0.0
0.1 0.19 0.0
0.11000000000000001 0.19 0.0
0.12000000000000001 0.19 0.0
0.13 0.19 0.0
0.14 0.19 0.0
0.15000000000000002 0.19 0.0
